source_id,source_name,relation,target_id,target_name,evidence
S017,,提示,Z025,肝阳上亢,《中医诊断学》
S018,,提示,Z025,肝阳上亢,《中医诊断学》
S019,,提示,Z025,肝阳上亢,《中医诊断学》
S020,,提示,Z025,肝阳上亢,《中医诊断学》
S063,,提示,Z025,肝阳上亢,《中医诊断学》
S070,,提示,Z025,肝阳上亢,《中医诊断学》
S019,,提示,Z026,外感风寒,《中医诊断学》
S030,,提示,Z026,外感风寒,《中医诊断学》
S059,,提示,Z026,外感风寒,《中医诊断学》
S072,,提示,Z026,外感风寒,《中医诊断学》
S078,,提示,Z026,外感风寒,《中医诊断学》
S079,,提示,Z026,外感风寒,《中医诊断学》
S080,,提示,Z026,外感风寒,《中医诊断学》
S017,,提示,Z027,风邪上扰,《中医诊断学》
S018,,提示,Z027,风邪上扰,《中医诊断学》
S019,,提示,Z027,风邪上扰,《中医诊断学》
S070,,提示,Z027,风邪上扰,《中医诊断学》
S001,,提示,Z028,痰热扰心,《中医诊断学》
S002,,提示,Z028,痰热扰心,《中医诊断学》
S003,,提示,Z028,痰热扰心,《中医诊断学》
S005,,提示,Z028,痰热扰心,《中医诊断学》
S031,,提示,Z028,痰热扰心,《中医诊断学》
S032,,提示,Z028,痰热扰心,《中医诊断学》
S069,,提示,Z028,痰热扰心,《中医诊断学》
S071,,提示,Z028,痰热扰心,《中医诊断学》
S080,,提示,Z028,痰热扰心,《中医诊断学》
S035,,提示,Z029,食积停滞,《中医诊断学》
S036,,提示,Z029,食积停滞,《中医诊断学》
S037,,提示,Z029,食积停滞,《中医诊断学》
S039,,提示,Z029,食积停滞,《中医诊断学》
S041,,提示,Z029,食积停滞,《中医诊断学》
S043,,提示,Z029,食积停滞,《中医诊断学》
S009,,提示,Z030,肺气不足,《中医诊断学》
S011,,提示,Z030,肺气不足,《中医诊断学》
S012,,提示,Z030,肺气不足,《中医诊断学》
S054,,提示,Z030,肺气不足,《中医诊断学》
S078,,提示,Z030,肺气不足,《中医诊断学》
S079,,提示,Z030,肺气不足,《中医诊断学》
Z001,心脾两虚,对应,F007,归脾汤,《方剂学》教材
Z002,心肾不交,对应,F013,交泰丸,《方剂学》教材
Z002,心肾不交,对应,F014,安神定志丸,《方剂学》教材
Z003,脾胃气虚,对应,F001,四君子汤,《方剂学》教材
Z003,脾胃气虚,对应,F003,参苓白术散,《方剂学》教材
Z003,脾胃气虚,对应,F029,理中丸,《方剂学》教材
Z004,气血两虚,对应,F006,八珍汤,《方剂学》教材
Z004,气血两虚,对应,F007,归脾汤,《方剂学》教材
Z004,气血两虚,对应,F008,炙甘草汤,《方剂学》教材
Z005,肝血不足,对应,F011,酸枣仁汤,《方剂学》教材
Z005,肝血不足,对应,F004,四物汤,《方剂学》教材
Z006,阴虚血少,对应,F012,天王补心丹,《方剂学》教材
Z006,阴虚血少,对应,F008,炙甘草汤,《方剂学》教材
Z006,阴虚血少,对应,F010,一贯煎,《方剂学》教材
Z007,中气下陷,对应,F002,补中益气汤,《方剂学》教材
Z008,血虚证,对应,F004,四物汤,《方剂学》教材
Z008,血虚证,对应,F005,当归补血汤,《方剂学》教材
Z008,血虚证,对应,F006,八珍汤,《方剂学》教材
Z009,气虚证,对应,F001,四君子汤,《方剂学》教材
Z009,气虚证,对应,F002,补中益气汤,《方剂学》教材
Z009,气虚证,对应,F003,参苓白术散,《方剂学》教材
Z010,阴虚证,对应,F009,六味地黄丸,《方剂学》教材
Z010,阴虚证,对应,F010,一贯煎,《方剂学》教材
Z011,阳虚证,对应,F028,真武汤,《方剂学》教材
Z011,阳虚证,对应,F029,理中丸,《方剂学》教材
Z011,阳虚证,对应,F030,四逆汤,《方剂学》教材
Z012,肝气郁结,对应,F020,逍遥散,《方剂学》教材
Z012,肝气郁结,对应,F032,柴胡疏肝散,《方剂学》教材
Z012,肝气郁结,对应,F033,越鞠丸,《方剂学》教材
Z013,肝火炽盛,对应,F023,龙胆泻肝汤,《方剂学》教材
Z014,湿热蕴脾,对应,F025,平胃散,《方剂学》教材
Z014,湿热蕴脾,对应,F026,藿香正气散,《方剂学》教材
Z015,风寒表证,对应,F015,麻黄汤,《方剂学》教材
Z015,风寒表证,对应,F016,桂枝汤,《方剂学》教材
Z016,风热表证,对应,F017,银翘散,《方剂学》教材
Z016,风热表证,对应,F018,桑菊饮,《方剂学》教材
Z017,气分热盛,对应,F021,白虎汤,《方剂学》教材
Z017,气分热盛,对应,F024,清营汤,《方剂学》教材
Z018,心火亢盛,对应,F022,黄连解毒汤,《方剂学》教材
Z018,心火亢盛,对应,F013,交泰丸,《方剂学》教材
Z019,痰湿内阻,对应,F039,二陈汤,《方剂学》教材
Z019,痰湿内阻,对应,F031,半夏厚朴汤,《方剂学》教材
Z019,痰湿内阻,对应,F037,半夏白术天麻汤,《方剂学》教材
Z020,血瘀证,对应,F034,血府逐瘀汤,《方剂学》教材
Z020,血瘀证,对应,F035,补阳还五汤,《方剂学》教材
Z021,脾虚湿困,对应,F003,参苓白术散,《方剂学》教材
Z021,脾虚湿困,对应,F026,藿香正气散,《方剂学》教材
Z021,脾虚湿困,对应,F027,五苓散,《方剂学》教材
Z022,肾阴虚,对应,F009,六味地黄丸,《方剂学》教材
Z023,肾阳虚,对应,F028,真武汤,《方剂学》教材
Z023,肾阳虚,对应,F030,四逆汤,《方剂学》教材
Z024,胃气不和,对应,F025,平胃散,《方剂学》教材
Z024,胃气不和,对应,F038,保和丸,《方剂学》教材
Z025,肝阳上亢,对应,F037,半夏白术天麻汤,《方剂学》教材
Z026,外感风寒,对应,F015,麻黄汤,《方剂学》教材
Z026,外感风寒,对应,F016,桂枝汤,《方剂学》教材
Z026,外感风寒,对应,F040,止嗽散,《方剂学》教材
Z027,风邪上扰,对应,F036,川芎茶调散,《方剂学》教材
Z028,痰热扰心,对应,F039,二陈汤,《方剂学》教材
Z029,食积停滞,对应,F038,保和丸,《方剂学》教材
Z030,肺气不足,对应,F001,四君子汤,《方剂学》教材
Z030,肺气不足,对应,F040,止嗽散,《方剂学》教材
H001,人参,具有,G001,补气,《中药学》教材
H001,人参,具有,G005,益气补血,《中药学》教材
H001,人参,具有,G006,益气健脾,《中药学》教材
H002,西洋参,具有,G001,补气,《中药学》教材
H002,西洋参,具有,G003,补阴,《中药学》教材
H003,党参,具有,G001,补气,《中药学》教材
H003,党参,具有,G006,益气健脾,《中药学》教材
H003,党参,具有,G005,益气补血,《中药学》教材
H004,太子参,具有,G001,补气,《中药学》教材
H004,太子参,具有,G006,益气健脾,《中药学》教材
H005,黄芪,具有,G001,补气,《中药学》教材
H005,黄芪,具有,G007,补气升阳,《中药学》教材
H005,黄芪,具有,G005,益气补血,《中药学》教材
H006,白术,具有,G006,益气健脾,《中药学》教材
H006,白术,具有,G032,燥湿健脾,《中药学》教材
H006,白术,具有,G001,补气,《中药学》教材
H007,山药,具有,G001,补气,《中药学》教材
H007,山药,具有,G006,益气健脾,《中药学》教材
H007,山药,具有,G003,补阴,《中药学》教材
H008,甘草,具有,G001,补气,《中药学》教材
H008,甘草,具有,G040,调和诸药,《中药学》教材
H008,甘草,具有,G035,止咳平喘,《中药学》教材
H009,大枣,具有,G001,补气,《中药学》教材
H009,大枣,具有,G002,补血,《中药学》教材
H009,大枣,具有,G009,养心安神,《中药学》教材
H010,蜂蜜,具有,G001,补气,《中药学》教材
H010,蜂蜜,具有,G037,泻下通便,《中药学》教材
H011,当归,具有,G002,补血,《中药学》教材
H011,当归,具有,G027,活血行气,《中药学》教材
H011,当归,具有,G005,益气补血,《中药学》教材
H012,熟地黄,具有,G002,补血,《中药学》教材
H012,熟地黄,具有,G003,补阴,《中药学》教材
H012,熟地黄,具有,G011,解郁安神,《中药学》教材
H013,白芍,具有,G002,补血,《中药学》教材
H013,白芍,具有,G022,疏肝解郁,《中药学》教材
H013,白芍,具有,G023,行气止痛,《中药学》教材
H014,阿胶,具有,G002,补血,《中药学》教材
H014,阿胶,具有,G003,补阴,《中药学》教材
H014,阿胶,具有,G028,止血,《中药学》教材
H015,何首乌,具有,G002,补血,《中药学》教材
H015,何首乌,具有,G003,补阴,《中药学》教材
H016,龙眼肉,具有,G002,补血,《中药学》教材
H016,龙眼肉,具有,G009,养心安神,《中药学》教材
H017,枸杞子,具有,G003,补阴,《中药学》教材
H017,枸杞子,具有,G002,补血,《中药学》教材
H018,麦冬,具有,G003,补阴,《中药学》教材
H018,麦冬,具有,G009,养心安神,《中药学》教材
H018,麦冬,具有,G013,清热除烦,《中药学》教材
H019,沙参,具有,G003,补阴,《中药学》教材
H019,沙参,具有,G006,益气健脾,《中药学》教材
H020,玉竹,具有,G003,补阴,《中药学》教材
H021,百合,具有,G003,补阴,《中药学》教材
H021,百合,具有,G009,养心安神,《中药学》教材
H021,百合,具有,G035,止咳平喘,《中药学》教材
H022,女贞子,具有,G003,补阴,《中药学》教材
H023,龟甲,具有,G003,补阴,《中药学》教材
H023,龟甲,具有,G010,重镇安神,《中药学》教材
H024,酸枣仁,具有,G009,养心安神,《中药学》教材
H024,酸枣仁,具有,G002,补血,《中药学》教材
H025,远志,具有,G009,养心安神,《中药学》教材
H025,远志,具有,G012,交通心肾,《中药学》教材
H025,远志,具有,G034,化痰,《中药学》教材
H026,柏子仁,具有,G009,养心安神,《中药学》教材
H026,柏子仁,具有,G037,泻下通便,《中药学》教材
H027,合欢皮,具有,G011,解郁安神,《中药学》教材
H027,合欢皮,具有,G009,养心安神,《中药学》教材
H028,夜交藤,具有,G009,养心安神,《中药学》教材
H029,茯神,具有,G009,养心安神,《中药学》教材
H029,茯神,具有,G031,利水渗湿,《中药学》教材
H030,朱砂,具有,G010,重镇安神,《中药学》教材
H031,磁石,具有,G010,重镇安神,《中药学》教材
H031,磁石,具有,G038,平肝息风,《中药学》教材
H032,龙骨,具有,G010,重镇安神,《中药学》教材
H032,龙骨,具有,G009,养心安神,《中药学》教材
H033,牡蛎,具有,G010,重镇安神,《中药学》教材
H033,牡蛎,具有,G003,补阴,《中药学》教材
H034,茯苓,具有,G031,利水渗湿,《中药学》教材
H034,茯苓,具有,G009,养心安神,《中药学》教材
H034,茯苓,具有,G006,益气健脾,《中药学》教材
H035,猪苓,具有,G031,利水渗湿,《中药学》教材
H036,泽泻,具有,G031,利水渗湿,《中药学》教材
H036,泽泻,具有,G014,清热泻火,《中药学》教材
H037,薏苡仁,具有,G031,利水渗湿,《中药学》教材
H037,薏苡仁,具有,G006,益气健脾,《中药学》教材
H038,车前子,具有,G031,利水渗湿,《中药学》教材
H038,车前子,具有,G014,清热泻火,《中药学》教材
H039,滑石,具有,G031,利水渗湿,《中药学》教材
H039,滑石,具有,G014,清热泻火,《中药学》教材
H040,茵陈,具有,G031,利水渗湿,《中药学》教材
H040,茵陈,具有,G015,清热燥湿,《中药学》教材
H041,苍术,具有,G032,燥湿健脾,《中药学》教材
H041,苍术,具有,G039,祛风除湿,《中药学》教材
H042,厚朴,具有,G032,燥湿健脾,《中药学》教材
H042,厚朴,具有,G025,降气,《中药学》教材
H042,厚朴,具有,G034,化痰,《中药学》教材
H043,藿香,具有,G033,芳香化湿,《中药学》教材
H043,藿香,具有,G019,解表散寒,《中药学》教材
H044,砂仁,具有,G033,芳香化湿,《中药学》教材
H044,砂仁,具有,G024,理气健脾,《中药学》教材
H045,豆蔻,具有,G033,芳香化湿,《中药学》教材
H045,豆蔻,具有,G024,理气健脾,《中药学》教材
H046,麻黄,具有,G019,解表散寒,《中药学》教材
H046,麻黄,具有,G035,止咳平喘,《中药学》教材
H047,桂枝,具有,G019,解表散寒,《中药学》教材
H047,桂枝,具有,G004,补阳,《中药学》教材
H048,紫苏,具有,G019,解表散寒,《中药学》教材
H048,紫苏,具有,G024,理气健脾,《中药学》教材
H049,生姜,具有,G019,解表散寒,《中药学》教材
H049,生姜,具有,G029,温中散寒,《中药学》教材
H050,荆芥,具有,G019,解表散寒,《中药学》教材
H050,荆芥,具有,G020,疏散风热,《中药学》教材
H051,防风,具有,G019,解表散寒,《中药学》教材
H051,防风,具有,G039,祛风除湿,《中药学》教材
H052,羌活,具有,G019,解表散寒,《中药学》教材
H052,羌活,具有,G039,祛风除湿,《中药学》教材
H053,白芷,具有,G019,解表散寒,《中药学》教材
H053,白芷,具有,G023,行气止痛,《中药学》教材
H054,薄荷,具有,G020,疏散风热,《中药学》教材
H054,薄荷,具有,G022,疏肝解郁,《中药学》教材
H055,金银花,具有,G017,清热解毒,《中药学》教材
H055,金银花,具有,G020,疏散风热,《中药学》教材
H056,连翘,具有,G017,清热解毒,《中药学》教材
H056,连翘,具有,G020,疏散风热,《中药学》教材
H057,菊花,具有,G020,疏散风热,《中药学》教材
H057,菊花,具有,G038,平肝息风,《中药学》教材
H058,桑叶,具有,G020,疏散风热,《中药学》教材
H058,桑叶,具有,G038,平肝息风,《中药学》教材
H059,柴胡,具有,G020,疏散风热,《中药学》教材
H059,柴胡,具有,G022,疏肝解郁,《中药学》教材
H059,柴胡,具有,G007,补气升阳,《中药学》教材
H060,升麻,具有,G020,疏散风热,《中药学》教材
H060,升麻,具有,G007,补气升阳,《中药学》教材
H061,葛根,具有,G020,疏散风热,《中药学》教材
H061,葛根,具有,G007,补气升阳,《中药学》教材
H062,石膏,具有,G014,清热泻火,《中药学》教材
H062,石膏,具有,G013,清热除烦,《中药学》教材
H063,知母,具有,G014,清热泻火,《中药学》教材
H063,知母,具有,G003,补阴,《中药学》教材
H064,栀子,具有,G013,清热除烦,《中药学》教材
H064,栀子,具有,G015,清热燥湿,《中药学》教材
H064,栀子,具有,G016,清热凉血,《中药学》教材
H065,黄芩,具有,G015,清热燥湿,《中药学》教材
H065,黄芩,具有,G014,清热泻火,《中药学》教材
H066,黄连,具有,G015,清热燥湿,《中药学》教材
H066,黄连,具有,G014,清热泻火,《中药学》教材
H066,黄连,具有,G016,清热凉血,《中药学》教材
H067,黄柏,具有,G015,清热燥湿,《中药学》教材
H067,黄柏,具有,G018,清虚热,《中药学》教材
H068,龙胆,具有,G015,清热燥湿,《中药学》教材
H068,龙胆,具有,G014,清热泻火,《中药学》教材
H069,生地黄,具有,G016,清热凉血,《中药学》教材
H069,生地黄,具有,G003,补阴,《中药学》教材
H070,玄参,具有,G016,清热凉血,《中药学》教材
H070,玄参,具有,G003,补阴,《中药学》教材
H070,玄参,具有,G017,清热解毒,《中药学》教材
H071,牡丹皮,具有,G016,清热凉血,《中药学》教材
H071,牡丹皮,具有,G026,活血化瘀,《中药学》教材
H071,牡丹皮,具有,G018,清虚热,《中药学》教材
H072,赤芍,具有,G016,清热凉血,《中药学》教材
H072,赤芍,具有,G026,活血化瘀,《中药学》教材
H072,赤芍,具有,G023,行气止痛,《中药学》教材
H073,青蒿,具有,G018,清虚热,《中药学》教材
H073,青蒿,具有,G016,清热凉血,《中药学》教材
H074,地骨皮,具有,G018,清虚热,《中药学》教材
H074,地骨皮,具有,G014,清热泻火,《中药学》教材
H075,陈皮,具有,G024,理气健脾,《中药学》教材
H075,陈皮,具有,G034,化痰,《中药学》教材
H075,陈皮,具有,G025,降气,《中药学》教材
H076,枳壳,具有,G023,行气止痛,《中药学》教材
H076,枳壳,具有,G024,理气健脾,《中药学》教材
H076,枳壳,具有,G025,降气,《中药学》教材
H077,木香,具有,G023,行气止痛,《中药学》教材
H077,木香,具有,G024,理气健脾,《中药学》教材
H077,木香,具有,G006,益气健脾,《中药学》教材
H078,香附,具有,G022,疏肝解郁,《中药学》教材
H078,香附,具有,G023,行气止痛,《中药学》教材
H078,香附,具有,G027,活血行气,《中药学》教材
H079,佛手,具有,G022,疏肝解郁,《中药学》教材
H079,佛手,具有,G024,理气健脾,《中药学》教材
H079,佛手,具有,G034,化痰,《中药学》教材
H080,川芎,具有,G026,活血化瘀,《中药学》教材
H080,川芎,具有,G027,活血行气,《中药学》教材
H080,川芎,具有,G023,行气止痛,《中药学》教材
H081,丹参,具有,G026,活血化瘀,《中药学》教材
H081,丹参,具有,G009,养心安神,《中药学》教材
H081,丹参,具有,G016,清热凉血,《中药学》教材
H082,桃仁,具有,G026,活血化瘀,《中药学》教材
H082,桃仁,具有,G035,止咳平喘,《中药学》教材
H082,桃仁,具有,G037,泻下通便,《中药学》教材
H083,红花,具有,G026,活血化瘀,《中药学》教材
H083,红花,具有,G027,活血行气,《中药学》教材
H084,延胡索,具有,G027,活血行气,《中药学》教材
H084,延胡索,具有,G023,行气止痛,《中药学》教材
H085,半夏,具有,G034,化痰,《中药学》教材
H085,半夏,具有,G025,降气,《中药学》教材
H085,半夏,具有,G032,燥湿健脾,《中药学》教材
H086,桔梗,具有,G034,化痰,《中药学》教材
H086,桔梗,具有,G035,止咳平喘,《中药学》教材
H086,桔梗,具有,G017,清热解毒,《中药学》教材
H087,杏仁,具有,G035,止咳平喘,《中药学》教材
H087,杏仁,具有,G037,泻下通便,《中药学》教材
H088,瓜蒌,具有,G034,化痰,《中药学》教材
H088,瓜蒌,具有,G035,止咳平喘,《中药学》教材
H088,瓜蒌,具有,G037,泻下通便,《中药学》教材
H089,大黄,具有,G037,泻下通便,《中药学》教材
H089,大黄,具有,G014,清热泻火,《中药学》教材
H089,大黄,具有,G016,清热凉血,《中药学》教材
H089,大黄,具有,G026,活血化瘀,《中药学》教材
H090,芒硝,具有,G037,泻下通便,《中药学》教材
H090,芒硝,具有,G014,清热泻火,《中药学》教材
H091,附子,具有,G004,补阳,《中药学》教材
H091,附子,具有,G030,回阳救逆,《中药学》教材
H091,附子,具有,G029,温中散寒,《中药学》教材
H092,干姜,具有,G029,温中散寒,《中药学》教材
H092,干姜,具有,G030,回阳救逆,《中药学》教材
H093,肉桂,具有,G004,补阳,《中药学》教材
H093,肉桂,具有,G029,温中散寒,《中药学》教材
H093,肉桂,具有,G030,回阳救逆,《中药学》教材
H094,吴茱萸,具有,G029,温中散寒,《中药学》教材
H094,吴茱萸,具有,G023,行气止痛,《中药学》教材
H094,吴茱萸,具有,G025,降气,《中药学》教材
H095,山楂,具有,G036,消食和胃,《中药学》教材
H095,山楂,具有,G026,活血化瘀,《中药学》教材
H095,山楂,具有,G027,活血行气,《中药学》教材
H096,神曲,具有,G036,消食和胃,《中药学》教材
H096,神曲,具有,G024,理气健脾,《中药学》教材
H097,麦芽,具有,G036,消食和胃,《中药学》教材
H097,麦芽,具有,G024,理气健脾,《中药学》教材
H097,麦芽,具有,G022,疏肝解郁,《中药学》教材
H098,三七,具有,G028,止血,《中药学》教材
H098,三七,具有,G026,活血化瘀,《中药学》教材
H099,天麻,具有,G038,平肝息风,《中药学》教材
H099,天麻,具有,G039,祛风除湿,《中药学》教材
H099,天麻,具有,G023,行气止痛,《中药学》教材
H100,钩藤,具有,G038,平肝息风,《中药学》教材
H100,钩藤,具有,G016,清热凉血,《中药学》教材
H100,钩藤,具有,G014,清热泻火,《中药学》教材
F001,四君子汤,主治,Z003,,《方剂学》教材
F001,四君子汤,主治,Z009,,《方剂学》教材
F001,四君子汤,主治,Z030,,《方剂学》教材
F002,补中益气汤,主治,Z007,,《方剂学》教材
F002,补中益气汤,主治,Z003,,《方剂学》教材
F002,补中益气汤,主治,Z009,,《方剂学》教材
F003,参苓白术散,主治,Z021,,《方剂学》教材
F003,参苓白术散,主治,Z003,,《方剂学》教材
F003,参苓白术散,主治,Z009,,《方剂学》教材
F004,四物汤,主治,Z008,,《方剂学》教材
F004,四物汤,主治,Z005,,《方剂学》教材
F005,当归补血汤,主治,Z008,,《方剂学》教材
F005,当归补血汤,主治,Z004,,《方剂学》教材
F006,八珍汤,主治,Z004,,《方剂学》教材
F006,八珍汤,主治,Z008,,《方剂学》教材
F006,八珍汤,主治,Z009,,《方剂学》教材
F007,归脾汤,主治,Z001,,《方剂学》教材
F007,归脾汤,主治,Z004,,《方剂学》教材
F007,归脾汤,主治,Z008,,《方剂学》教材
F008,炙甘草汤,主治,Z006,,《方剂学》教材
F008,炙甘草汤,主治,Z004,,《方剂学》教材
F008,炙甘草汤,主治,Z009,,《方剂学》教材
F009,六味地黄丸,主治,Z022,,《方剂学》教材
F009,六味地黄丸,主治,Z010,,《方剂学》教材
F010,一贯煎,主治,Z010,,《方剂学》教材
F010,一贯煎,主治,Z006,,《方剂学》教材
F010,一贯煎,主治,Z012,,《方剂学》教材
F011,酸枣仁汤,主治,Z005,,《方剂学》教材
F011,酸枣仁汤,主治,Z001,,《方剂学》教材
F012,天王补心丹,主治,Z006,,《方剂学》教材
F012,天王补心丹,主治,Z010,,《方剂学》教材
F012,天王补心丹,主治,Z002,,《方剂学》教材
F013,交泰丸,主治,Z002,,《方剂学》教材
F013,交泰丸,主治,Z018,,《方剂学》教材
F014,安神定志丸,主治,Z002,,《方剂学》教材
F015,麻黄汤,主治,Z015,,《方剂学》教材
F015,麻黄汤,主治,Z026,,《方剂学》教材
F016,桂枝汤,主治,Z026,,《方剂学》教材
F016,桂枝汤,主治,Z015,,《方剂学》教材
F017,银翘散,主治,Z016,,《方剂学》教材
F018,桑菊饮,主治,Z016,,《方剂学》教材
F019,小柴胡汤,主治,Z015,,《方剂学》教材
F019,小柴胡汤,主治,Z016,,《方剂学》教材
F020,逍遥散,主治,Z012,,《方剂学》教材
F020,逍遥散,主治,Z008,,《方剂学》教材
F021,白虎汤,主治,Z017,,《方剂学》教材
F022,黄连解毒汤,主治,Z018,,《方剂学》教材
F022,黄连解毒汤,主治,Z017,,《方剂学》教材
F023,龙胆泻肝汤,主治,Z013,,《方剂学》教材
F023,龙胆泻肝汤,主治,Z014,,《方剂学》教材
F024,清营汤,主治,Z017,,《方剂学》教材
F025,平胃散,主治,Z024,,《方剂学》教材
F025,平胃散,主治,Z014,,《方剂学》教材
F025,平胃散,主治,Z019,,《方剂学》教材
F026,藿香正气散,主治,Z026,,《方剂学》教材
F026,藿香正气散,主治,Z014,,《方剂学》教材
F026,藿香正气散,主治,Z024,,《方剂学》教材
F027,五苓散,主治,Z021,,《方剂学》教材
F027,五苓散,主治,Z023,,《方剂学》教材
F028,真武汤,主治,Z023,,《方剂学》教材
F028,真武汤,主治,Z011,,《方剂学》教材
F029,理中丸,主治,Z011,,《方剂学》教材
F029,理中丸,主治,Z003,,《方剂学》教材
F030,四逆汤,主治,Z011,,《方剂学》教材
F030,四逆汤,主治,Z023,,《方剂学》教材
F031,半夏厚朴汤,主治,Z019,,《方剂学》教材
F031,半夏厚朴汤,主治,Z012,,《方剂学》教材
F032,柴胡疏肝散,主治,Z012,,《方剂学》教材
F032,柴胡疏肝散,主治,Z020,,《方剂学》教材
F033,越鞠丸,主治,Z012,,《方剂学》教材
F033,越鞠丸,主治,Z019,,《方剂学》教材
F033,越鞠丸,主治,Z029,,《方剂学》教材
F034,血府逐瘀汤,主治,Z020,,《方剂学》教材
F035,补阳还五汤,主治,Z020,,《方剂学》教材
F035,补阳还五汤,主治,Z009,,《方剂学》教材
F036,川芎茶调散,主治,Z027,,《方剂学》教材
F036,川芎茶调散,主治,Z025,,《方剂学》教材
F037,半夏白术天麻汤,主治,Z025,,《方剂学》教材
F037,半夏白术天麻汤,主治,Z019,,《方剂学》教材
F037,半夏白术天麻汤,主治,Z027,,《方剂学》教材
F038,保和丸,主治,Z029,,《方剂学》教材
F038,保和丸,主治,Z024,,《方剂学》教材
F039,二陈汤,主治,Z019,,《方剂学》教材
F039,二陈汤,主治,Z028,,《方剂学》教材
F040,止嗽散,主治,Z030,,《方剂学》教材
F040,止嗽散,主治,Z026,,《方剂学》教材
H003,人参,禁忌,J001,,《中药学》
H003,人参,禁忌,J021,,《中药学》
H005,黄芪,禁忌,J001,,《中药学》
H011,当归,禁忌,J007,,《中药学》
H011,当归,禁忌,J008,,《中药学》
H012,熟地黄,禁忌,J004,,《中药学》
H013,白芍,禁忌,J021,,《中药学》
H014,阿胶,禁忌,J004,,《中药学》
H030,朱砂,禁忌,J011,,《中药学》
H046,麻黄,禁忌,J010,,《中药学》
H046,麻黄,禁忌,J012,,《中药学》
H062,石膏,禁忌,J003,,《中药学》
H066,黄连,禁忌,J003,,《中药学》
H070,玄参,禁忌,J021,,《中药学》
H072,赤芍,禁忌,J021,,《中药学》
H080,川芎,禁忌,J001,,《中药学》
H080,川芎,禁忌,J007,,《中药学》
H081,丹参,禁忌,J021,,《中药学》
H082,桃仁,禁忌,J006,,《中药学》
H082,桃仁,禁忌,J008,,《中药学》
H083,红花,禁忌,J006,,《中药学》
H085,半夏,禁忌,J022,,《中药学》
H088,瓜蒌,禁忌,J022,,《中药学》
H089,大黄,禁忌,J006,,《中药学》
H090,芒硝,禁忌,J006,,《中药学》
H091,附子,禁忌,J011,,《中药学》
H091,附子,禁忌,J022,,《中药学》
H093,肉桂,禁忌,J001,,《中药学》
H093,肉桂,禁忌,J013,,《中药学》
H098,三七,禁忌,J006,,《中药学》
F002,补中益气汤,禁忌,J002,,《方剂学》
F002,补中益气汤,禁忌,J005,,《方剂学》
F005,当归补血汤,禁忌,J005,,《方剂学》
F006,八珍汤,禁忌,J005,,《方剂学》
F006,八珍汤,禁忌,J002,,《方剂学》
F007,归脾汤,禁忌,J002,,《方剂学》
F007,归脾汤,禁忌,J005,,《方剂学》
F009,六味地黄丸,禁忌,J004,,《方剂学》
F009,六味地黄丸,禁忌,J026,,《方剂学》
F015,麻黄汤,禁忌,J012,,《方剂学》
F015,麻黄汤,禁忌,J016,,《方剂学》
F017,银翘散,禁忌,J005,,《方剂学》
F021,白虎汤,禁忌,J003,,《方剂学》
F022,黄连解毒汤,禁忌,J003,,《方剂学》
F028,真武汤,禁忌,J013,,《方剂学》
F028,真武汤,禁忌,J011,,《方剂学》
F029,理中丸,禁忌,J013,,《方剂学》
F030,四逆汤,禁忌,J013,,《方剂学》
F034,血府逐瘀汤,禁忌,J006,,《方剂学》
F034,血府逐瘀汤,禁忌,J008,,《方剂学》
F035,补阳还五汤,禁忌,J010,,《方剂学》
F038,保和丸,禁忌,J019,,《方剂学》
F002,补中益气汤,禁忌,J025,,《方剂学》
F006,八珍汤,禁忌,J025,,《方剂学》
F007,归脾汤,禁忌,J025,,《方剂学》
H001,人参,来源于,L002,《中国药典》2020版,《中国药典》
H002,西洋参,来源于,L002,《中国药典》2020版,《中国药典》
H003,党参,来源于,L002,《中国药典》2020版,《中国药典》
H004,太子参,来源于,L002,《中国药典》2020版,《中国药典》
H005,黄芪,来源于,L002,《中国药典》2020版,《中国药典》
H006,白术,来源于,L002,《中国药典》2020版,《中国药典》
H007,山药,来源于,L002,《中国药典》2020版,《中国药典》
H008,甘草,来源于,L002,《中国药典》2020版,《中国药典》
H009,大枣,来源于,L002,《中国药典》2020版,《中国药典》
H010,蜂蜜,来源于,L002,《中国药典》2020版,《中国药典》
H011,当归,来源于,L002,《中国药典》2020版,《中国药典》
H012,熟地黄,来源于,L002,《中国药典》2020版,《中国药典》
H013,白芍,来源于,L002,《中国药典》2020版,《中国药典》
H014,阿胶,来源于,L002,《中国药典》2020版,《中国药典》
H015,何首乌,来源于,L002,《中国药典》2020版,《中国药典》
H016,龙眼肉,来源于,L002,《中国药典》2020版,《中国药典》
H017,枸杞子,来源于,L002,《中国药典》2020版,《中国药典》
H018,麦冬,来源于,L002,《中国药典》2020版,《中国药典》
H019,沙参,来源于,L002,《中国药典》2020版,《中国药典》
H020,玉竹,来源于,L002,《中国药典》2020版,《中国药典》
H021,百合,来源于,L002,《中国药典》2020版,《中国药典》
H022,女贞子,来源于,L002,《中国药典》2020版,《中国药典》
H023,龟甲,来源于,L002,《中国药典》2020版,《中国药典》
H024,酸枣仁,来源于,L002,《中国药典》2020版,《中国药典》
H025,远志,来源于,L002,《中国药典》2020版,《中国药典》
H026,柏子仁,来源于,L002,《中国药典》2020版,《中国药典》
H027,合欢皮,来源于,L002,《中国药典》2020版,《中国药典》
H028,夜交藤,来源于,L002,《中国药典》2020版,《中国药典》
